,Strategy,Dataset,n_instances,l_attributes,k_neighbours,fit_time,accuracy,f1_macro,f1_micro
10,Randomised search,D10,178,15,11,0.0010027090708414714,0.7640449438202247,0.7623327644493048,0.7640449438202247
11,Randomised search,D10,178,15,7,0.001337130864461263,0.7696629213483146,0.7677622003464699,0.7696629213483146
12,Randomised search,D10,178,15,5,0.0020052591959635415,0.7640449438202247,0.7623327644493048,0.7640449438202247
13,Randomised search,D10,178,15,11,0.0016709168752034504,0.7640449438202247,0.7623327644493048,0.7640449438202247
14,Randomised search,D10,178,15,12,0.0010030269622802734,0.7752808988764045,0.7742229027831328,0.7752808988764045
15,Randomised search,D10,178,15,12,0.0016712347666422527,0.7752808988764045,0.7742229027831328,0.7752808988764045
16,Randomised search,D10,178,15,3,0.0010026295979817708,0.7640449438202247,0.7623327644493048,0.7640449438202247
17,Randomised search,D10,178,15,4,0.0023392041524251304,0.7752808988764045,0.7742229027831328,0.7752808988764045
18,Randomised search,D10,178,15,11,0.0016707579294840496,0.7640449438202247,0.7623327644493048,0.7640449438202247
19,Randomised search,D10,178,15,1,0.0010027885437011719,0.7696629213483146,0.7677622003464699,0.7696629213483146
20,Randomised search,D10,178,15,8,0.0016710758209228516,0.7696629213483146,0.7687913941790321,0.7696629213483146
21,Randomised search,D10,178,15,3,0.0020051797231038413,0.7640449438202247,0.7623327644493048,0.7640449438202247
22,Randomised search,D10,178,15,5,0.0016709168752034504,0.7640449438202247,0.7623327644493048,0.7640449438202247
23,Randomised search,D10,178,15,2,0.0013370513916015625,0.7752808988764045,0.7742229027831328,0.7752808988764045
24,Randomised search,D10,178,15,7,0.001336971918741862,0.7696629213483146,0.7677622003464699,0.7696629213483146
